kind,etag,id,snippet.channelId,snippet.videoId,snippet.textDisplay,snippet.textOriginal,snippet.parentId,snippet.authorDisplayName,snippet.authorProfileImageUrl,snippet.authorChannelUrl,snippet.authorChannelId.value,snippet.canRate,snippet.viewerRating,snippet.likeCount,snippet.publishedAt,snippet.updatedAt
youtube#comment,a7mOGAgSO3DCwrGCaZ2qo99j0C8,Ugwt4G1SOIkcXe9YaKV4AaABAg.A27qlBtgdhtA28Lccpmg3z,UCeYSnd34IPe57sM8hkjWhrw,cQ9RLDhq6JY,Spotify,Spotify,Ugwt4G1SOIkcXe9YaKV4AaABAg,@oscarag5640,https://yt3.ggpht.com/ytc/AIdro_nCrNy342u7NXjfRrsuNB71manQ02RhRM0KOFc4i59Dw5M=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@oscarag5640,UCXt2CUFfO_6K1GU4SeBJneg,True,none,0,2024-04-12T17:12:48Z,2024-04-12T17:12:48Z
youtube#comment,m5VqhYbtIPyhwrxzQIogNS5uYOY,UgwqU9XKaUKE-CxWiWJ4AaABAg.A21bgH6IvK_A239CeCK6uD,UCeYSnd34IPe57sM8hkjWhrw,cQ9RLDhq6JY,Wuuuu,Wuuuu,UgwqU9XKaUKE-CxWiWJ4AaABAg,@historiaparatontospodcast5148,https://yt3.ggpht.com/Tw2Vt53uC3fCaRNDO884CZkc1inVcHFbKYcYg9ug9_tFVfi2y6Yk23-Z7KpoRup63Kf4Dwrd=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@historiaparatontospodcast5148,UCeYSnd34IPe57sM8hkjWhrw,True,none,1,2024-04-10T16:48:04Z,2024-04-10T16:48:04Z
youtube#comment,oIlsSAnhenE4ze8uxogX8HZUm_M,UgwlhBiP-mENRCZKoL54AaABAg.A5jmxsrpkMRA5lIZT8f7x1,UCeYSnd34IPe57sM8hkjWhrw,FOFeh_vfcD8,"Se desfalco toda la plata en su gestion y actual, y el &quot;crecimiento&quot; economico, en realidad era la adquisicion constante de creditos internos y externos. Ahora nos esta pasando la factura todo eso.","Se desfalco toda la plata en su gestion y actual, y el ""crecimiento"" economico, en realidad era la adquisicion constante de creditos internos y externos. Ahora nos esta pasando la factura todo eso.",UgwlhBiP-mENRCZKoL54AaABAg,@jorgelopez3868,https://yt3.ggpht.com/EKt8N3zBUrvrKR7XuCm3XwraDPIs8VY1hyD6cx1poz2qaPLrKXcLP8RGJ13P72Z77-z-wrKMUw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@jorgelopez3868,UCSKgMgcuZ1audOdMXwKMZDg,True,none,0,2024-07-11T19:09:50Z,2024-07-11T19:09:50Z
youtube#comment,osDSuPjtUD3xbxQT3b6O89iQzoQ,UgxngCKROSPHzg7uvLN4AaABAg.A5eZCtIJkGYA5ebz0P5EWA,UCeYSnd34IPe57sM8hkjWhrw,FOFeh_vfcD8,Me preguntaba como cuernos puede leer con esos lentes pero le da el look de rock star de los podcast 😂,Me preguntaba como cuernos puede leer con esos lentes pero le da el look de rock star de los podcast 😂,UgxngCKROSPHzg7uvLN4AaABAg,@josedosantos8773,https://yt3.ggpht.com/ytc/AIdro_m6DMLSiRZrbyzEWFm06Vnj5wIh8HsHxC1mpQqwVciEA48=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@josedosantos8773,UCVSRuSpTfZnH03WLXgfIcoQ,True,none,0,2024-07-09T04:53:32Z,2024-07-09T04:53:32Z
youtube#comment,mIMpZjMGIWDZvfHCf-oYxs7y21k,UgyaMcb3uZ_AzDKExtl4AaABAg.A5eWZN1BW8EA5fdb7KLVkx,UCeYSnd34IPe57sM8hkjWhrw,FOFeh_vfcD8,Contexto,Contexto,UgyaMcb3uZ_AzDKExtl4AaABAg,@mariouzielolivarescruz7257,https://yt3.ggpht.com/ytc/AIdro_kmJoKrA-6nlYDRLXP929N61UM6E86UoCtrZ-TBBG6Yuqc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mariouzielolivarescruz7257,UCvwdkp-7AzIR_qHgd43GFyA,True,none,0,2024-07-09T14:26:59Z,2024-07-09T14:26:59Z
youtube#comment,lN5Dotsr-zesEOaHMoQVkeJ7zFk,UgyaMcb3uZ_AzDKExtl4AaABAg.A5eWZN1BW8EA5fusdo9F7F,UCeYSnd34IPe57sM8hkjWhrw,FOFeh_vfcD8,@@mariouzielolivarescruz7257 elecciones,@@mariouzielolivarescruz7257 elecciones,UgyaMcb3uZ_AzDKExtl4AaABAg,@bayronalexanderriveragrisa257,https://yt3.ggpht.com/ytc/AIdro_lPIYE1FPEuNbtU0cePuwSbqg2oCMwFqMYR8DEsQLVQjug_=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@bayronalexanderriveragrisa257,UCek_oS-iUlHDN-EeRZ8_MnQ,True,none,0,2024-07-09T16:57:55Z,2024-07-09T16:57:55Z
youtube#comment,OftyVctLjjnqxbHbknqhw4J5SXU,UgyaMcb3uZ_AzDKExtl4AaABAg.A5eWZN1BW8EA5g4P5fbeNE,UCeYSnd34IPe57sM8hkjWhrw,FOFeh_vfcD8,"@@mariouzielolivarescruz7257 Elecciones. Hay dos bandos, los que apoyan al candidato de la oposición y saldrán a votar y los que están seguros que el gobierno que lleva 25 años en el poder hará fraude de nuevo y volverán a quedar. las movilizaciones que han habido desde que inicio la campaña a favor del candidato de la oposición se estima que han superado incluso las que se produjeron durante el auge de Chávez. en pocas palabras, tenemos la pequeña posibilidad de que Venezuela salga por fin del socialismo.","@@mariouzielolivarescruz7257 Elecciones. Hay dos bandos, los que apoyan al candidato de la oposición y saldrán a votar y los que están seguros que el gobierno que lleva 25 años en el poder hará fraude de nuevo y volverán a quedar. las movilizaciones que han habido desde que inicio la campaña a favor del candidato de la oposición se estima que han superado incluso las que se produjeron durante el auge de Chávez. en pocas palabras, tenemos la pequeña posibilidad de que Venezuela salga por fin del socialismo.",UgyaMcb3uZ_AzDKExtl4AaABAg,@DanielDSousa-nr8lm,https://yt3.ggpht.com/ytc/AIdro_nEScC4I3uTtvv4UBcE3Ky8O8uVvjqQGDI3kLZqiGZ4OQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@DanielDSousa-nr8lm,UCaMlGudQZmag6U2ZLsW4Smw,True,none,0,2024-07-09T18:29:52Z,2024-07-09T18:29:52Z
youtube#comment,kBDHnHXoBKGfWv42zQoImE5SzqU,UgxoU-rwaaowDE5891h4AaABAg.A6aoy0U3iGKA6bEAPc6x_O,UCeYSnd34IPe57sM8hkjWhrw,QO_mORdhchw,Mi compa todo meco que se cree las fake News y no sabe googlear,Mi compa todo meco que se cree las fake News y no sabe googlear,UgxoU-rwaaowDE5891h4AaABAg,@historiaparatontosoficial,https://yt3.ggpht.com/pda63okj1qmtxVDUp8-xwFOdFyQDHJGUr9Y03o-f5rM1XAgDMU2DfG_jGjJauSDUkJPAUsZ6MQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@historiaparatontosoficial,UCVvYB5q5UJ4KZwlYdVW35zA,True,none,2,2024-08-01T17:50:27Z,2024-08-01T17:50:27Z
youtube#comment,c14rU0BBnQc4zdQkqp9RgnApmr8,UgxoU-rwaaowDE5891h4AaABAg.A6aoy0U3iGKA6bIkjHL-eM,UCeYSnd34IPe57sM8hkjWhrw,QO_mORdhchw,"@@historiaparatontosoficial weeey pues todas las noticias hablan de eso nomas en Yahoo eh encontrado respuesta de eso,aprovechando la atención una colab con franco Escamilla estaría bien.","@@historiaparatontosoficial weeey pues todas las noticias hablan de eso nomas en Yahoo eh encontrado respuesta de eso,aprovechando la atención una colab con franco Escamilla estaría bien.",UgxoU-rwaaowDE5891h4AaABAg,@christianguillermo5332,https://yt3.ggpht.com/ytc/AIdro_mmVdMU-ISKWTS5o9TNkZR0oY54H6ou3EgpWIH1A7tP5osT=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@christianguillermo5332,UCHh_sAqpXutVeV6eAuu7_jg,True,none,0,2024-08-01T18:30:30Z,2024-08-01T18:30:30Z
youtube#comment,9f3aVo06LCIu1jqlj_OAVu78igk,Ugz8XnnL-C_kTRY_6FN4AaABAg.A6a8QErc4yfA6c7KYSmPiq,UCeYSnd34IPe57sM8hkjWhrw,QO_mORdhchw,"Ah Caracas, perdón 😢","Ah Caracas, perdón 😢",Ugz8XnnL-C_kTRY_6FN4AaABAg,@historiaparatontosoficial,https://yt3.ggpht.com/pda63okj1qmtxVDUp8-xwFOdFyQDHJGUr9Y03o-f5rM1XAgDMU2DfG_jGjJauSDUkJPAUsZ6MQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@historiaparatontosoficial,UCVvYB5q5UJ4KZwlYdVW35zA,True,none,0,2024-08-02T02:09:54Z,2024-08-02T02:09:54Z
youtube#comment,X-Hat0F8_QJZJt_Ha-WCIm0_gxk,Ugzxn41qt7pZsrA96aV4AaABAg.A6_RgoZ-eafA6_qdqxD7Se,UCeYSnd34IPe57sM8hkjWhrw,QO_mORdhchw,"Hay que salvarlo, pobrecito ):","Hay que salvarlo, pobrecito ):",Ugzxn41qt7pZsrA96aV4AaABAg,@LadySkywalkerW,https://yt3.ggpht.com/ytc/AIdro_lwbDah96CnBihX4Y-e36Gm0TnYnOORwUSk-Wx4KTUTgw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@LadySkywalkerW,UCC-kANsNvPcG9ut34SPngeg,True,none,0,2024-08-01T04:56:55Z,2024-08-01T04:56:55Z
youtube#comment,klHq-uyQKM2NWks_JytI4O4WFx0,UgySwGNsA4j9G_OGjKp4AaABAg.A6Zqn2wJlQTA6_ERUsPLeM,UCeYSnd34IPe57sM8hkjWhrw,QO_mORdhchw,queremos que Teka nos baile la pelusa,queremos que Teka nos baile la pelusa,UgySwGNsA4j9G_OGjKp4AaABAg,@josueestrada6170,https://yt3.ggpht.com/ytc/AIdro_mMN3EMPm3ViIafObzQnzC8O-X7tVuKqE_Vp7Z081tOIcQD=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@josueestrada6170,UCxtF5gYfOjiAI57jnYUZPwQ,True,none,1,2024-07-31T23:14:18Z,2024-07-31T23:14:18Z
youtube#comment,aus2xrTtJ1m2kzq_louSepRGR80,UgySwGNsA4j9G_OGjKp4AaABAg.A6Zqn2wJlQTA6xRREDq4qm,UCeYSnd34IPe57sM8hkjWhrw,QO_mORdhchw,"Pelusa por aquí, pelusa por allá, pelusa por delante y pelusa por detrás","Pelusa por aquí, pelusa por allá, pelusa por delante y pelusa por detrás",UgySwGNsA4j9G_OGjKp4AaABAg,@samruiz1921,https://yt3.ggpht.com/ytc/AIdro_lOlRnb2QjLPNliNBr-RcAo_dHIVARFsRlhDyKcKiSbGEw4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@samruiz1921,UCX6DUQqUCLYuWJPj9vFrLQw,True,none,0,2024-08-10T08:49:38Z,2024-08-10T08:49:38Z
youtube#comment,FGKgb9lNGyQu3QeWdWSYzLs8xFQ,Ugz9fRkpbYtcDO9mrw14AaABAg.A8qENXPc71iA8sWrhvbHdg,UCeYSnd34IPe57sM8hkjWhrw,kSRLcVrXYSY,Ya tienen uno de la guerra de las rosas,Ya tienen uno de la guerra de las rosas,Ugz9fRkpbYtcDO9mrw14AaABAg,@estebancamacholeines6327,https://yt3.ggpht.com/ytc/AIdro_k3pHntRj44d7Qv3BQIQqqudMKfK0gJT92JwOJ7B5am6DmD=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@estebancamacholeines6327,UCgCdQ2csZsmChHO0H-0_iPg,True,none,0,2024-09-27T04:03:39Z,2024-09-27T04:03:39Z
youtube#comment,NRr5Wfqog0JvIhcS20KNShMKJyc,Ugz72DRW7UnG0A7qrVJ4AaABAg.A7vCR9FvMiHA7vm22NLLvZ,UCeYSnd34IPe57sM8hkjWhrw,cOxTBBHDN-0,jajajajjaja por estas cosas es que vengo a Youtube joya,jajajajjaja por estas cosas es que vengo a Youtube joya,Ugz72DRW7UnG0A7qrVJ4AaABAg,@tatyal1000,https://yt3.ggpht.com/ytc/AIdro_kdNr5iIcoA85QCzjOGa77eTtwPXEPex386_j0mzuSagKs=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tatyal1000,UCQ4oGTX67O8BCKNcvhfgDGw,True,none,0,2024-09-03T13:51:20Z,2024-09-03T13:51:20Z
youtube#comment,X2B4G6vW2TrUTUSaTk4TrtqDWxg,UgwsCxfwZDrTH--MZ2V4AaABAg.A4GvWxrTfNeA4H2nTsbutp,UCeYSnd34IPe57sM8hkjWhrw,ShW6FY-vbmo,Fue lo primero que dijeron xd 14 de mayo,Fue lo primero que dijeron xd 14 de mayo,UgwsCxfwZDrTH--MZ2V4AaABAg,@LadySkywalkerW,https://yt3.ggpht.com/ytc/AIdro_lwbDah96CnBihX4Y-e36Gm0TnYnOORwUSk-Wx4KTUTgw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@LadySkywalkerW,UCC-kANsNvPcG9ut34SPngeg,True,none,2,2024-06-04T19:24:13Z,2024-06-04T19:24:13Z
youtube#comment,F97qUH4KBytMgRkwsxGvusdEE9s,UgwsCxfwZDrTH--MZ2V4AaABAg.A4GvWxrTfNeA4HM8t2obYn,UCeYSnd34IPe57sM8hkjWhrw,ShW6FY-vbmo,​@@LadySkywalkerW cierto xd,​@@LadySkywalkerW cierto xd,UgwsCxfwZDrTH--MZ2V4AaABAg,@HugoOch,https://yt3.ggpht.com/ytc/AIdro_lo73MGHERoMbbwJW7HwqKSeA4FsZDCdz2L1C2zdApBoTc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@HugoOch,UCuJ70soFN2hwvCec8ldyt5A,True,none,0,2024-06-04T22:13:18Z,2024-06-04T22:13:18Z
youtube#comment,SISLm_j_k7gerv8nKTTYi_63js0,UgxsDr8169wFfF6mUk54AaABAg.A4Ym7hMV33SA838c28eXrD,UCeYSnd34IPe57sM8hkjWhrw,FXxcNjTZ4qo,"Spoiler: no nos recuperamos nunca, en realidad. Todos crecieron menos nosotros. Lo único que creció fue el mercado inmobiliario xD","Spoiler: no nos recuperamos nunca, en realidad. Todos crecieron menos nosotros. Lo único que creció fue el mercado inmobiliario xD",UgxsDr8169wFfF6mUk54AaABAg,@routynina,https://yt3.ggpht.com/ytc/AIdro_m1LiC-y0JAsoj0Knpj0648i3LxyZLQSVbbgFvC-hoJkCQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@routynina,UC77o4Y4qi5K69j_QqZCLYRg,True,none,1,2024-09-06T19:51:18Z,2024-09-06T19:51:18Z
youtube#comment,dnFDfpkFmKqmpFhNP0ZD-vm9vBM,UgwngN1HzRG7ZhAEIMN4AaABAg.A2EFm4HqsYIA4-KkZHjXur,UCeYSnd34IPe57sM8hkjWhrw,FXxcNjTZ4qo,Ahora es paraguayo xD,Ahora es paraguayo xD,UgwngN1HzRG7ZhAEIMN4AaABAg,@Chili_Moo,https://yt3.ggpht.com/ZyasoGpLZvnEtlKaQa9sq0-A2grgsP-M8HZ9NpGbXhtCG3n2ZKE6yUtMhUmyyZmw8BJBw-gjcro=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Chili_Moo,UCjyMPFOUUAoDgzt9D5HUbHw,True,none,1,2024-05-28T22:14:47Z,2024-05-28T22:14:47Z
youtube#comment,2nAdKYHDrIT3a0Eiv99Ilen8Dr8,Ugy5yhHkenm8tCn4MWB4AaABAg.A14-w-qYsszA23KrrpzmFm,UCeYSnd34IPe57sM8hkjWhrw,FXxcNjTZ4qo,Y aún así nos escuchas jsjsjs,Y aún así nos escuchas jsjsjs,Ugy5yhHkenm8tCn4MWB4AaABAg,@historiaparatontospodcast5148,https://yt3.ggpht.com/Tw2Vt53uC3fCaRNDO884CZkc1inVcHFbKYcYg9ug9_tFVfi2y6Yk23-Z7KpoRup63Kf4Dwrd=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@historiaparatontospodcast5148,UCeYSnd34IPe57sM8hkjWhrw,True,none,0,2024-04-10T18:29:57Z,2024-04-10T18:29:57Z
youtube#comment,9NiKDSDEVKaUWDPuzOVWZtHnYAo,Ugy5yhHkenm8tCn4MWB4AaABAg.A14-w-qYsszA3vd4A8QdNU,UCeYSnd34IPe57sM8hkjWhrw,FXxcNjTZ4qo,"Nope, fue una desafortunada recomendación de YouTube. Y sí, al escucharlos por 10 minutos fue suficiente para notar el inconfundible sesgo internacionalista. ​Adiós. @@historiaparatontospodcast5148","Nope, fue una desafortunada recomendación de YouTube. Y sí, al escucharlos por 10 minutos fue suficiente para notar el inconfundible sesgo internacionalista. ​Adiós. @@historiaparatontospodcast5148",Ugy5yhHkenm8tCn4MWB4AaABAg,@Ari-je3zu,https://yt3.ggpht.com/IsBRO4vWl-dlWeSj30UIEpn67T154f-Fe0OpgUQ_znWNHDmNCDvwzH9hDc0c6hdDXDysSfmD=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Ari-je3zu,UCNMyhVJ1bKSyJuMhY89My9g,True,none,0,2024-05-27T02:27:25Z,2024-05-27T02:27:25Z
youtube#comment,iOc0jGjUHz2OnKfUZgKzpoi1AOc,Ugy5yhHkenm8tCn4MWB4AaABAg.A14-w-qYsszA3vdczfG9ft,UCeYSnd34IPe57sM8hkjWhrw,FXxcNjTZ4qo,Todólogos.,Todólogos.,Ugy5yhHkenm8tCn4MWB4AaABAg,@Ari-je3zu,https://yt3.ggpht.com/IsBRO4vWl-dlWeSj30UIEpn67T154f-Fe0OpgUQ_znWNHDmNCDvwzH9hDc0c6hdDXDysSfmD=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Ari-je3zu,UCNMyhVJ1bKSyJuMhY89My9g,True,none,0,2024-05-27T02:32:18Z,2024-05-27T02:32:18Z
